code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
09900  ,PAINTING                                                                                  ,"KP ORG INC OF QUALITY PAINTING, INC",1850 Pond Road,Ronkonkoma                    ,NY,11779          ,631-285-7112                  ,,Lorine Seewald                ,N,N,N,N,12/06/2019
09300  ,TILE                                                                                      ,"KRISSTONE, LLC",472 E. Westfield Avenue,Roselle Park                  ,NJ,07204          ,908-620-9700                  ,,Michelle Miranda              ,N,N,N,N,03/21/2019
09600  ,STONE FLOORING                                                                            ,"KRISSTONE, LLC",472 E. Westfield Avenue,Roselle Park                  ,NJ,07204          ,908-620-9700                  ,,Michelle Miranda              ,N,N,N,N,03/21/2019
86050  ,INVESTIGATION/IPSIG                                                                       ,"KROLL ASSOCIATES, INC.",600 3rd Ave,NEW YORK                      ,NY,10016          ,212-833-3274                  ,646-592-1269   ,Richard Faughnan              ,N,N,N,Y,10/13/2019
02200  ,SITE PREPARATION                                                                          ,KROYWEN RLTY & CONSTRUCTION CORP,94-50 158 STREET,JAMAICA                       ,NY,11433          ,718-297-7272                  ,718-297-7272   ,Elizabeth Madray              ,N,N,N,N,02/14/2020
02300  ,EARTHWORK                                                                                 ,KROYWEN RLTY & CONSTRUCTION CORP,94-50 158 STREET,JAMAICA                       ,NY,11433          ,718-297-7272                  ,718-297-7272   ,Elizabeth Madray              ,N,N,N,N,02/14/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,KROYWEN RLTY & CONSTRUCTION CORP,94-50 158 STREET,JAMAICA                       ,NY,11433          ,718-297-7272                  ,718-297-7272   ,Elizabeth Madray              ,N,N,N,N,02/14/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,KROYWEN RLTY & CONSTRUCTION CORP,94-50 158 STREET,JAMAICA                       ,NY,11433          ,718-297-7272                  ,718-297-7272   ,Elizabeth Madray              ,N,N,N,N,02/14/2020
07100  ,WATERPROOFING                                                                             ,KROYWEN RLTY & CONSTRUCTION CORP,94-50 158 STREET,JAMAICA                       ,NY,11433          ,718-297-7272                  ,718-297-7272   ,Elizabeth Madray              ,N,N,N,N,02/14/2020
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
35000  ,CONSTRUCTION MANAGERS                                                                     ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
37000  ,TOPOGRAPHICAL MAPPING                                                                     ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
37097  ,SOILS AND GEOLOGICAL STUDIES/FOUNDATIONS                                                  ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
37102  ,SURVEYING                                                                                 ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
86060  ,PERSONNEL SERVICES - TEMPORARY                                                            ,"KS ENGINEERS, P.C.",494 Broad Street,Newark                        ,NJ,07102          ,973-623-2999                  ,973-332-5930   ,"Kamal Shahid, PE              ",Y,N,N,Y,04/14/2019
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,KSA PROTECTION CORPORATION,149-56 255TH STREET,ROSEDALE                      ,NY,11422          ,718-528-2515                  ,,KEHINDE AREGBE                ,Y,N,N,N,04/03/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
07100  ,WATERPROOFING                                                                             ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
07500  ,MEMBRANE ROOFING                                                                          ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
07600  ,FLASHING AND SHEET METAL                                                                  ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
08200  ,WOOD AND PLASTIC DOORS                                                                    ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
09250  ,GYPSUM BOARD                                                                              ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
09640  ,WOOD FLOORING                                                                             ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
09900  ,PAINTING                                                                                  ,KSR CONSTRUCTION CORP.,72-17  31 AVENUE,EAST ELMHURST                 ,NY,11370          ,718-569-0022                  ,917-217-4121   ,RANJIT SINGH                  ,Y,N,N,N,10/07/2018
86055  ,MANAGEMENT CONSULTANT                                                                     ,Kupcha Marketing Services,280 Belmore Aveue,East Islip                    ,NY,11730          ,917-432-9481                  ,,Elizabeth A. Kupcha           ,Y,Y,N,Y,07/27/2020
09900  ,PAINTING                                                                                  ,"L & L PAINTING CO., INC.",900 SOUTH OYSTER BAY ROAD,HICKSVILLE                    ,NY,11801          ,516-349-1900                  ,516-349-0011   ,Bernice Kudrycki              ,N,N,N,Y,02/23/2021
06100  ,ROUGH CARPENTRY                                                                           ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
06200  ,FINISH CARPENTRY                                                                          ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
09200  ,LATH AND PLASTER                                                                          ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
09250  ,GYPSUM BOARD                                                                              ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
09300  ,TILE                                                                                      ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
09650  ,RESILIENT FLOORING                                                                        ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
09900  ,PAINTING                                                                                  ,L & R Home Improvement Corp.,892 Glenmore Avenue,Brooklyn                      ,NY,11207          ,347-405-8407                  ,347-539-9643   ,Liser  Vilsaint               ,Y,N,N,N,12/23/2019
02220  ,DEMOLITION                                                                                ,"L.&H. Construction, Inc.",106 Louisiana Avenue,Brooklyn                      ,NY,11207          ,718-649-3114                  ,718-495-4576   ,Lloyd Slowe                   ,Y,N,N,N,10/25/2020
06100  ,ROUGH CARPENTRY                                                                           ,"L.&H. Construction, Inc.",106 Louisiana Avenue,Brooklyn                      ,NY,11207          ,718-649-3114                  ,718-495-4576   ,Lloyd Slowe                   ,Y,N,N,N,10/25/2020
06200  ,FINISH CARPENTRY                                                                          ,"L.&H. Construction, Inc.",106 Louisiana Avenue,Brooklyn                      ,NY,11207          ,718-649-3114                  ,718-495-4576   ,Lloyd Slowe                   ,Y,N,N,N,10/25/2020
09300  ,TILE                                                                                      ,"L.&H. Construction, Inc.",106 Louisiana Avenue,Brooklyn                      ,NY,11207          ,718-649-3114                  ,718-495-4576   ,Lloyd Slowe                   ,Y,N,N,N,10/25/2020
